protocol,fold,partition,partition_order,record_id,tweet_id,categoria,label
temporal,all,train,1,fnxptbr-0002,979056787864383489,política,fake
temporal,all,train,2,fnxptbr-0331,993990834797281280,política,true
temporal,all,train,3,fnxptbr-0001,1000008762776748033,política,fake
temporal,all,train,4,fnxptbr-0332,1000056395880980480,política,true
temporal,all,train,5,fnxptbr-0127,1000519992281092098,política,fake
temporal,all,train,6,fnxptbr-0026,1004862842502307841,outros,fake
temporal,all,train,7,fnxptbr-0004,1029836675093078016,política,fake
temporal,all,train,8,fnxptbr-0333,1037784236982501377,política,true
temporal,all,train,9,fnxptbr-0012,1038209526539927552,política,fake
temporal,all,train,10,fnxptbr-0334,1042433631354941443,política,true
temporal,all,train,11,fnxptbr-0006,1042602160599523328,política,fake
temporal,all,train,12,fnxptbr-0335,1042797000335478784,política,true
temporal,all,train,13,fnxptbr-0336,1044701723816865792,política,true
temporal,all,train,14,fnxptbr-0007,1044770606020009984,política,fake
temporal,all,train,15,fnxptbr-0337,1045055570628288514,política,true
temporal,all,train,16,fnxptbr-0338,1045401465567817730,política,true
temporal,all,train,17,fnxptbr-0008,1047608248583573505,política,fake
temporal,all,train,18,fnxptbr-0009,1055427879323009025,política,fake
temporal,all,train,19,fnxptbr-0010,1056315078763577344,política,fake
temporal,all,train,20,fnxptbr-0340,1056947518221754369,política,true
temporal,all,train,21,fnxptbr-0011,1059942049414369287,política,fake
temporal,all,train,22,fnxptbr-0341,1060857394740297728,política,true
temporal,all,train,23,fnxptbr-0339,1062163422987591681,política,true
temporal,all,train,24,fnxptbr-0345,1075188863163920384,política,true
temporal,all,train,25,fnxptbr-0342,1075454865042755586,política,true
temporal,all,train,26,fnxptbr-0344,1080427875721854977,política,true
temporal,all,train,27,fnxptbr-0014,1080429571286155264,política,fake
temporal,all,train,28,fnxptbr-0015,1081765178595835910,política,fake
temporal,all,train,29,fnxptbr-0343,1086235914073001984,política,true
temporal,all,train,30,fnxptbr-0346,1095319000526082048,política,true
temporal,all,train,31,fnxptbr-0018,1098976481714364416,política,fake
temporal,all,train,32,fnxptbr-0348,1100103982779953152,política,true
temporal,all,train,33,fnxptbr-0347,1101080457398153221,política,true
temporal,all,train,34,fnxptbr-0019,1105985865988362240,política,fake
temporal,all,train,35,fnxptbr-0349,1116337816265474048,política,true
temporal,all,train,36,fnxptbr-0021,1126196068352446464,política,fake
temporal,all,train,37,fnxptbr-0028,1126660215179550721,política,fake
temporal,all,train,38,fnxptbr-0350,1129144185561452546,política,true
temporal,all,train,39,fnxptbr-0358,1133382417517928458,política,true
temporal,all,train,40,fnxptbr-0024,1135673714668920832,política,fake
temporal,all,train,41,fnxptbr-0357,1136284440475394048,política,true
temporal,all,train,42,fnxptbr-0351,1137837611605733376,política,true
temporal,all,train,43,fnxptbr-0352,1139320609387831296,política,true
temporal,all,train,44,fnxptbr-0353,1141170637542764544,política,true
temporal,all,train,45,fnxptbr-0356,1145145575714611200,outros,true
temporal,all,train,46,fnxptbr-0354,1146471023572860929,política,true
temporal,all,train,47,fnxptbr-0013,1147518712657960960,política,fake
temporal,all,train,48,fnxptbr-0355,1150042600327352321,política,true
temporal,all,train,49,fnxptbr-0099,1154102383628247040,política,fake
temporal,all,train,50,fnxptbr-0027,1158839224734486528,política,fake
temporal,all,train,51,fnxptbr-0361,1171350163920773120,política,true
temporal,all,train,52,fnxptbr-0029,1171725657488973825,ambiente,fake
temporal,all,train,53,fnxptbr-0030,1178347056097824769,outros,fake
temporal,all,train,54,fnxptbr-0031,1179200547393548291,política,fake
temporal,all,train,55,fnxptbr-0360,1181146933877968896,outros,true
temporal,all,train,56,fnxptbr-0032,1181403866274914307,política,fake
temporal,all,train,57,fnxptbr-0364,1181614171219222529,outros,true
temporal,all,train,58,fnxptbr-0363,1181675923617275906,outros,true
temporal,all,train,59,fnxptbr-0033,1182570412577824768,outros,fake
temporal,all,train,60,fnxptbr-0359,1182780441289465858,ambiente,true
temporal,all,train,61,fnxptbr-0365,1186981361955037184,ambiente,true
temporal,all,train,62,fnxptbr-0035,1189373762283683840,ambiente,fake
temporal,all,train,63,fnxptbr-0362,1190793583047122944,política,true
temporal,all,train,64,fnxptbr-0022,1194936725174394886,política,fake
temporal,all,train,65,fnxptbr-0036,1197694093046034433,política,fake
temporal,all,train,66,fnxptbr-0366,1199335915027456000,política,true
temporal,all,train,67,fnxptbr-0040,1200047440436617221,ambiente,fake
temporal,all,train,68,fnxptbr-0037,1204438388755042304,ambiente,fake
temporal,all,train,69,fnxptbr-0370,1204747319679299585,ambiente,true
temporal,all,train,70,fnxptbr-0367,1204775175570575360,ambiente,true
temporal,all,train,71,fnxptbr-0368,1214644641758269440,política,true
temporal,all,train,72,fnxptbr-0369,1220443404032794625,política,true
temporal,all,train,73,fnxptbr-0371,1225054927749296130,política,true
temporal,all,train,74,fnxptbr-0041,1226644979612819463,política,fake
temporal,all,train,75,fnxptbr-0042,1234338182638034944,política,fake
temporal,all,train,76,fnxptbr-0124,1234410750485069825,política,fake
temporal,all,train,77,fnxptbr-0375,1234662367742480384,política,true
temporal,all,train,78,fnxptbr-0043,1237929556427837440,saúde,fake
temporal,all,train,79,fnxptbr-0044,1239618559069884418,política,fake
temporal,all,train,80,fnxptbr-0379,1241452460599894020,saúde,true
temporal,all,train,81,fnxptbr-0376,1242411407192330240,política,true
temporal,all,train,82,fnxptbr-0046,1242859340840800257,política,fake
temporal,all,train,83,fnxptbr-0045,1244586612358602754,política,fake
temporal,all,train,84,fnxptbr-0047,1245079417933742081,saúde,fake
temporal,all,train,85,fnxptbr-0378,1245455510842871809,saúde,true
temporal,all,train,86,fnxptbr-0372,1246486493813669888,política,true
temporal,all,train,87,fnxptbr-0048,1247256039088697344,saúde,fake
temporal,all,train,88,fnxptbr-0386,1247610382694391814,saúde,true
temporal,all,train,89,fnxptbr-0373,1249393045440782338,saúde,true
temporal,all,train,90,fnxptbr-0057,1249417025539248129,saúde,fake
temporal,all,train,91,fnxptbr-0050,1249525607689531392,saúde,fake
temporal,all,train,92,fnxptbr-0377,1249779193468145666,saúde,true
temporal,all,train,93,fnxptbr-0051,1250611372020371456,política,fake
temporal,all,train,94,fnxptbr-0380,1250774205785944066,saúde,true
temporal,all,train,95,fnxptbr-0374,1250890097773314048,política,true
temporal,all,train,96,fnxptbr-0196,1252273926807392257,política,fake
temporal,all,train,97,fnxptbr-0054,1252670239940190209,saúde,fake
temporal,all,train,98,fnxptbr-0052,1252995394939781120,saúde,fake
temporal,all,train,99,fnxptbr-0053,1253226695181680640,saúde,fake
temporal,all,train,100,fnxptbr-0025,1254151388235542528,política,fake
temporal,all,train,101,fnxptbr-0387,1255182220412817412,saúde,true
temporal,all,train,102,fnxptbr-0063,1256390443685871616,política,fake
temporal,all,train,103,fnxptbr-0056,1258520500700983296,saúde,fake
temporal,all,train,104,fnxptbr-0383,1259835241742598148,saúde,true
temporal,all,train,105,fnxptbr-0039,1260147690786209792,política,fake
temporal,all,train,106,fnxptbr-0091,1260598876685438976,outros,fake
temporal,all,train,107,fnxptbr-0385,1261313241520779264,saúde,true
temporal,all,train,108,fnxptbr-0381,1261378692623634432,política,true
temporal,all,train,109,fnxptbr-0058,1261416145845796864,saúde,fake
temporal,all,train,110,fnxptbr-0382,1261426918877888512,saúde,true
temporal,all,train,111,fnxptbr-0392,1263058240335687680,política,true
temporal,all,train,112,fnxptbr-0384,1264211500912250881,saúde,true
temporal,all,train,113,fnxptbr-0059,1265128345286709250,política,fake
temporal,all,train,114,fnxptbr-0060,1267220518501056512,política,fake
temporal,all,train,115,fnxptbr-0062,1267942051376697345,política,fake
temporal,all,train,116,fnxptbr-0077,1269730973547212803,saúde,fake
temporal,all,train,117,fnxptbr-0393,1271078327332241408,política,true
temporal,all,train,118,fnxptbr-0389,1272229608453218307,política,true
temporal,all,train,119,fnxptbr-0391,1272623905447043082,política,true
temporal,all,train,120,fnxptbr-0395,1272663533910720513,política,true
temporal,all,train,121,fnxptbr-0388,1274766785078796288,saúde,true
temporal,all,train,122,fnxptbr-0065,1276083908099047424,política,fake
temporal,all,train,123,fnxptbr-0390,1278081672123232256,política,true
temporal,all,train,124,fnxptbr-0068,1278726363818704898,política,fake
temporal,all,train,125,fnxptbr-0067,1279986689579114496,saúde,fake
temporal,all,train,126,fnxptbr-0396,1280534867856539649,política,true
temporal,all,train,127,fnxptbr-0394,1282934764643725313,política,true
temporal,all,train,128,fnxptbr-0401,1283434095305986048,celebridades,true
temporal,all,train,129,fnxptbr-0402,1285209641471938560,saúde,true
temporal,all,train,130,fnxptbr-0397,1286652248555171840,saúde,true
temporal,all,train,131,fnxptbr-0070,1287691285176946688,saúde,fake
temporal,all,train,132,fnxptbr-0071,1287767047863242752,celebridades,fake
temporal,all,train,133,fnxptbr-0069,1287861057508212736,outros,fake
temporal,all,train,134,fnxptbr-0408,1288455338010845184,saúde,true
temporal,all,train,135,fnxptbr-0399,1290008218236628992,outros,true
temporal,all,train,136,fnxptbr-0404,1291175211274993670,saúde,true
temporal,all,train,137,fnxptbr-0072,1292239076414959618,saúde,fake
temporal,all,train,138,fnxptbr-0406,1292830561807998976,saúde,true
temporal,all,train,139,fnxptbr-0073,1292923460868542468,política,fake
temporal,all,train,140,fnxptbr-0003,1293123987619356672,política,fake
temporal,all,train,141,fnxptbr-0075,1293195383934525440,saúde,fake
temporal,all,train,142,fnxptbr-0407,1294066405114085377,saúde,true
temporal,all,train,143,fnxptbr-0074,1294759463228977157,saúde,fake
temporal,all,train,144,fnxptbr-0234,1295124468004794370,política,fake
temporal,all,train,145,fnxptbr-0076,1295143440980873223,saúde,fake
temporal,all,train,146,fnxptbr-0403,1295511712679038977,política,true
temporal,all,train,147,fnxptbr-0078,1296596698240712704,saúde,fake
temporal,all,train,148,fnxptbr-0400,1296945690162028548,saúde,true
temporal,all,train,149,fnxptbr-0398,1297165056732540928,política,true
temporal,all,train,150,fnxptbr-0409,1299296364954779650,política,true
temporal,all,train,151,fnxptbr-0418,1300853024886325248,saúde,true
temporal,all,train,152,fnxptbr-0411,1301625714467364865,saúde,true
temporal,all,train,153,fnxptbr-0412,1304078489792937984,economia,true
temporal,all,train,154,fnxptbr-0083,1305594554490462208,política,fake
temporal,all,train,155,fnxptbr-0417,1305595358425251841,política,true
temporal,all,train,156,fnxptbr-0405,1305989671672066059,saúde,true
temporal,all,train,157,fnxptbr-0148,1306031776335302656,política,fake
temporal,all,train,158,fnxptbr-0081,1306603857317855232,saúde,fake
temporal,all,train,159,fnxptbr-0089,1308025950324613125,política,fake
temporal,all,train,160,fnxptbr-0084,1308710233599025153,política,fake
temporal,all,train,161,fnxptbr-0088,1309084033721208836,saúde,fake
temporal,all,train,162,fnxptbr-0086,1309870492174745601,ambiente,fake
temporal,all,train,163,fnxptbr-0085,1310299640458285057,outros,fake
temporal,all,train,164,fnxptbr-0421,1313997096501096448,outros,true
temporal,all,train,165,fnxptbr-0414,1314307147681980417,política,true
temporal,all,train,166,fnxptbr-0410,1314321066412703745,saúde,true
temporal,all,train,167,fnxptbr-0413,1314579464559439872,política,true
temporal,all,train,168,fnxptbr-0425,1314700398117167113,política,true
temporal,all,train,169,fnxptbr-0426,1315078560374165505,política,true
temporal,all,train,170,fnxptbr-0094,1315696847822958592,política,fake
temporal,all,train,171,fnxptbr-0150,1316545168569511936,saúde,fake
temporal,all,train,172,fnxptbr-0092,1316782584815325184,política,fake
temporal,all,train,173,fnxptbr-0419,1317151492160225280,política,true
temporal,all,train,174,fnxptbr-0100,1317302038280228865,celebridades,fake
temporal,all,train,175,fnxptbr-0095,1318649483622842371,política,fake
temporal,all,train,176,fnxptbr-0093,1318710146596524032,política,fake
temporal,all,train,177,fnxptbr-0435,1318907090652585989,saúde,true
temporal,all,train,178,fnxptbr-0105,1319001340455145473,saúde,fake
temporal,all,train,179,fnxptbr-0096,1319061671214780420,política,fake
temporal,all,train,180,fnxptbr-0420,1319694468694626307,saúde,true
temporal,all,train,181,fnxptbr-0097,1319737939568492548,saúde,fake
temporal,all,train,182,fnxptbr-0098,1319738213880287232,saúde,fake
temporal,all,train,183,fnxptbr-0415,1320046244832706563,outros,true
temporal,all,train,184,fnxptbr-0416,1320807192216391687,ambiente,true
temporal,all,train,185,fnxptbr-0160,1324186963986055169,política,fake
temporal,all,train,186,fnxptbr-0112,1326521227494748160,saúde,fake
temporal,all,train,187,fnxptbr-0424,1327194187083747328,política,true
temporal,all,train,188,fnxptbr-0423,1327256515758190598,política,true
temporal,all,train,189,fnxptbr-0433,1328097753096974336,política,true
temporal,all,train,190,fnxptbr-0422,1328429974152470529,política,true
temporal,all,train,191,fnxptbr-0106,1328498044678049797,política,fake
temporal,all,train,192,fnxptbr-0427,1329779387818942476,saúde,true
temporal,all,train,193,fnxptbr-0428,1329787017484509185,saúde,true
temporal,all,train,194,fnxptbr-0437,1329793144972587008,política,true
temporal,all,train,195,fnxptbr-0429,1332084881560645634,política,true
temporal,all,train,196,fnxptbr-0120,1332119227688316928,saúde,fake
temporal,all,train,197,fnxptbr-0107,1332351623549640705,política,fake
temporal,all,train,198,fnxptbr-0430,1332658885925212163,celebridades,true
temporal,all,train,199,fnxptbr-0431,1333167974577037316,política,true
temporal,all,train,200,fnxptbr-0434,1334052484541771776,política,true
temporal,all,train,201,fnxptbr-0432,1334552360601985024,política,true
temporal,all,train,202,fnxptbr-0441,1335918281534869504,saúde,true
temporal,all,train,203,fnxptbr-0436,1336341898005540869,política,true
temporal,all,train,204,fnxptbr-0114,1339261187511422983,saúde,fake
temporal,all,train,205,fnxptbr-0080,1339408650062999552,saúde,fake
temporal,all,train,206,fnxptbr-0115,1340863040904978433,saúde,fake
temporal,all,train,207,fnxptbr-0438,1341845641157349377,saúde,true
temporal,all,train,208,fnxptbr-0440,1342512685238333440,saúde,true
temporal,all,train,209,fnxptbr-0116,1344971981238710272,saúde,fake
temporal,all,train,210,fnxptbr-0442,1347318783728300037,saúde,true
temporal,all,train,211,fnxptbr-0446,1347528903150231552,saúde,true
temporal,all,train,212,fnxptbr-0113,1347693184000909315,saúde,fake
temporal,all,train,213,fnxptbr-0443,1349030954061492236,saúde,true
temporal,all,train,214,fnxptbr-0444,1350119011120459776,saúde,true
temporal,all,train,215,fnxptbr-0447,1350121216636542976,saúde,true
temporal,all,train,216,fnxptbr-0117,1351140744178884609,saúde,fake
temporal,all,train,217,fnxptbr-0118,1351635497832108032,saúde,fake
temporal,all,train,218,fnxptbr-0445,1351989516702257153,saúde,true
temporal,all,train,219,fnxptbr-0119,1357324759852285954,outros,fake
temporal,all,train,220,fnxptbr-0122,1357901989863174144,saúde,fake
temporal,all,train,221,fnxptbr-0121,1358004098012971008,política,fake
temporal,all,train,222,fnxptbr-0448,1358528533354733568,saúde,true
temporal,all,train,223,fnxptbr-0452,1358864739967901699,saúde,true
temporal,all,train,224,fnxptbr-0453,1364251211294265345,saúde,true
temporal,all,train,225,fnxptbr-0451,1365436979601629184,política,true
temporal,all,train,226,fnxptbr-0066,1366077951524171785,política,fake
temporal,all,train,227,fnxptbr-0016,1366820525935362054,política,fake
temporal,all,train,228,fnxptbr-0123,1367305569011458051,saúde,fake
temporal,all,train,229,fnxptbr-0449,1368639549853827074,outros,true
temporal,all,train,230,fnxptbr-0450,1370168411020484608,saúde,true
temporal,all,train,231,fnxptbr-0454,1374485903561748485,política,true
temporal,all,train,232,fnxptbr-0465,1374527625973010435,saúde,true
temporal,all,train,233,fnxptbr-0125,1375086630957150212,política,fake
temporal,all,train,234,fnxptbr-0049,1377729454059978759,saúde,fake
temporal,all,train,235,fnxptbr-0038,1379575140497952768,política,fake
temporal,all,train,236,fnxptbr-0126,1382019550150074373,política,fake
temporal,all,train,237,fnxptbr-0455,1384033082068520964,política,true
temporal,all,train,238,fnxptbr-0460,1388158727455399936,política,true
temporal,all,train,239,fnxptbr-0456,1388229652494393349,política,true
temporal,all,train,240,fnxptbr-0459,1393547096792444930,política,true
temporal,all,train,241,fnxptbr-0128,1393911916624556033,política,fake
temporal,all,train,242,fnxptbr-0129,1394271591089983489,política,fake
temporal,all,train,243,fnxptbr-0130,1395410355665477648,política,fake
temporal,all,train,244,fnxptbr-0159,1396896956497211398,saúde,fake
temporal,all,train,245,fnxptbr-0132,1397007132298551298,política,fake
temporal,all,train,246,fnxptbr-0131,1397283090561703941,política,fake
temporal,all,train,247,fnxptbr-0134,1398011246587351048,saúde,fake
temporal,all,train,248,fnxptbr-0466,1399037635302199299,saúde,true
temporal,all,train,249,fnxptbr-0457,1399201632659947525,política,true
temporal,all,train,250,fnxptbr-0461,1399809571879849998,política,true
temporal,all,train,251,fnxptbr-0463,1399874645663391749,saúde,true
temporal,all,train,252,fnxptbr-0133,1400622078169075715,saúde,fake
temporal,all,train,253,fnxptbr-0464,1403351302202081298,saúde,true
temporal,all,train,254,fnxptbr-0135,1404605621203312642,saúde,fake
temporal,all,train,255,fnxptbr-0458,1404918224995684358,política,true
temporal,all,train,256,fnxptbr-0136,1407631765645279235,saúde,fake
temporal,all,train,257,fnxptbr-0462,1408285837259948034,política,true
temporal,all,train,258,fnxptbr-0138,1410932167014858754,política,fake
temporal,all,train,259,fnxptbr-0139,1414550995607113728,política,fake
temporal,all,train,260,fnxptbr-0109,1416191845785350151,política,fake
temporal,all,train,261,fnxptbr-0469,1419059818376073222,política,true
temporal,all,train,262,fnxptbr-0143,1420031323071262725,política,fake
temporal,all,train,263,fnxptbr-0140,1420693001521803270,saúde,fake
temporal,all,train,264,fnxptbr-0467,1422338978334785542,política,true
temporal,all,train,265,fnxptbr-0468,1423022535705120775,política,true
temporal,all,train,266,fnxptbr-0142,1423579854193184772,política,fake
temporal,all,train,267,fnxptbr-0064,1423698715471134727,política,fake
temporal,all,train,268,fnxptbr-0470,1425275793744203777,saúde,true
temporal,all,train,269,fnxptbr-0082,1426258912022519809,economia,fake
temporal,all,train,270,fnxptbr-0472,1426614604340383749,política,true
temporal,all,train,271,fnxptbr-0471,1426982086276259841,saúde,true
temporal,all,train,272,fnxptbr-0144,1427213768870690828,política,fake
temporal,all,train,273,fnxptbr-0145,1427366721405468680,política,fake
temporal,all,train,274,fnxptbr-0146,1431704774613868549,política,fake
temporal,all,train,275,fnxptbr-0165,1433251632440033287,política,fake
temporal,all,train,276,fnxptbr-0473,1436431786825949221,política,true
temporal,all,train,277,fnxptbr-0475,1436688571273031682,política,true
temporal,all,train,278,fnxptbr-0474,1437060691484086282,política,true
temporal,all,train,279,fnxptbr-0147,1437444566051852297,política,fake
temporal,all,train,280,fnxptbr-0476,1441151457894432768,política,true
temporal,all,train,281,fnxptbr-0108,1441425858518913030,saúde,fake
temporal,all,train,282,fnxptbr-0023,1443756013304356864,política,fake
temporal,all,train,283,fnxptbr-0079,1444776060294516737,política,fake
temporal,all,train,284,fnxptbr-0477,1446600045076287490,política,true
temporal,all,train,285,fnxptbr-0055,1449248180365893637,saúde,fake
temporal,all,train,286,fnxptbr-0111,1449278795463204866,saúde,fake
temporal,all,train,287,fnxptbr-0149,1450445275307335685,política,fake
temporal,all,train,288,fnxptbr-0478,1456374242681909250,política,true
temporal,all,train,289,fnxptbr-0480,1456394931531038722,saúde,true
temporal,all,train,290,fnxptbr-0481,1458484724536647690,política,true
temporal,all,train,291,fnxptbr-0102,1459177528925601794,política,fake
temporal,all,train,292,fnxptbr-0479,1461031380092026882,política,true
temporal,all,train,293,fnxptbr-0485,1463175513514692618,saúde,true
temporal,all,train,294,fnxptbr-0164,1464117811056422941,saúde,fake
temporal,all,train,295,fnxptbr-0090,1465457240941502464,saúde,fake
temporal,all,train,296,fnxptbr-0152,1466845332931817480,política,fake
temporal,all,train,297,fnxptbr-0141,1468013432997879812,saúde,fake
temporal,all,train,298,fnxptbr-0153,1470810241608859648,política,fake
temporal,all,train,299,fnxptbr-0155,1470818820109619206,saúde,fake
temporal,all,train,300,fnxptbr-0154,1470818820109619206,política,fake
temporal,all,train,301,fnxptbr-0034,1472056086479970317,outros,fake
temporal,all,train,302,fnxptbr-0103,1474889674552487946,política,fake
temporal,all,train,303,fnxptbr-0487,1475832538358861830,política,true
temporal,all,train,304,fnxptbr-0483,1478040611940884482,política,true
temporal,all,train,305,fnxptbr-0482,1478677055550144514,política,true
temporal,all,train,306,fnxptbr-0484,1479166195471470597,saúde,true
temporal,all,train,307,fnxptbr-0489,1479477528180015111,saúde,true
temporal,all,train,308,fnxptbr-0157,1481221957601406977,política,fake
temporal,all,train,309,fnxptbr-0486,1483257270343450625,política,true
temporal,all,train,310,fnxptbr-0492,1483939399603736578,política,true
temporal,all,train,311,fnxptbr-0291,1484692291843506177,saúde,fake
temporal,all,train,312,fnxptbr-0161,1487166580513460224,política,fake
temporal,all,train,313,fnxptbr-0181,1487489969681838080,política,fake
temporal,all,train,314,fnxptbr-0278,1488248416606035973,política,fake
temporal,all,train,315,fnxptbr-0491,1488639886823411716,política,true
temporal,all,train,316,fnxptbr-0162,1490777862059839488,política,fake
temporal,all,train,317,fnxptbr-0488,1492203103390777347,saúde,true
temporal,all,train,318,fnxptbr-0163,1492227026832482306,política,fake
temporal,all,train,319,fnxptbr-0494,1494114648026542080,saúde,true
temporal,all,train,320,fnxptbr-0490,1494855288742195200,política,true
temporal,all,train,321,fnxptbr-0017,1495393972981846017,política,fake
temporal,all,train,322,fnxptbr-0496,1498394327118139399,política,true
temporal,all,train,323,fnxptbr-0493,1502125437379567627,política,true
temporal,all,train,324,fnxptbr-0104,1503429350372384777,política,fake
temporal,all,train,325,fnxptbr-0495,1503875691745579017,política,true
temporal,all,train,326,fnxptbr-0166,1504492177237364741,política,fake
temporal,all,train,327,fnxptbr-0167,1504798733367660544,política,fake
temporal,all,train,328,fnxptbr-0502,1508130272092557312,política,true
temporal,all,train,329,fnxptbr-0497,1508146846006493184,política,true
temporal,all,train,330,fnxptbr-0169,1509585189458087939,política,fake
temporal,all,train,331,fnxptbr-0168,1511642970327502854,outros,fake
temporal,all,train,332,fnxptbr-0170,1512723901410861057,outros,fake
